slug,move_slug,name_en,category,name_ja,confidence,needs_review,ai_generated,method
donkey_kong,back-air,Back Air,aerial,空後,high,false,false,rule
donkey_kong,up-air,Up Air,aerial,空上,high,false,false,rule
donkey_kong,down-air,Down Air,aerial,空下,high,false,false,rule
donkey_kong,neutral-b-giant-punch,Neutral B (Giant Punch),special,NB (ジャイアントパンチ),high,false,false,canonical
donkey_kong,giant-punch-full-charge,"Giant Punch, Full Charge",special,NB (ジャイアントパンチ)（溜めなし）,medium,true,false,order
donkey_kong,side-b-headbutt,Side B (Headbutt),special,横B (ドンキーヘッドバッド),high,false,false,canonical
donkey_kong,up-b-spinning-kong,Up B (Spinning Kong),special,上B (スピニングコング),high,false,false,canonical
donkey_kong,spinning-kong-air,"Spinning Kong, Air",special,NB (ジャイアントパンチ)（最大溜め）,medium,true,false,order
donkey_kong,down-b-hand-slap,Down B (Hand Slap),special,下B (ハンドスラップ),high,false,false,canonical
donkey_kong,hand-slap-air,"Hand Slap, Air",special,NB (ジャイアントパンチ)（溜めなし）,medium,true,false,order
donkey_kong,grab,Grab,grab,つかみ,high,false,false,rule
donkey_kong,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
donkey_kong,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
donkey_kong,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
donkey_kong,cargo-forward-throw,Cargo Forward Throw,throw,前投げ（リフティング）,high,false,false,rule
donkey_kong,cargo-backward-throw,Cargo Backward Throw,throw,後投げ（リフティング）,high,false,false,rule
donkey_kong,cargo-up-throw,Cargo Up Throw,throw,上投げ（リフティング）,high,false,false,rule
donkey_kong,cargo-down-throw,Cargo Down Throw,throw,下投げ（リフティング）,high,false,false,rule
donkey_kong,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
donkey_kong,up-throw,Up Throw,throw,上投げ,high,false,false,rule
donkey_kong,down-throw,Down Throw,throw,下投げ,high,false,false,rule
donkey_kong,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
donkey_kong,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
donkey_kong,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
donkey_kong,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
donkey_kong,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
donkey_kong,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
donkey_kong,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
donkey_kong,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
donkey_kong,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
link,jab-1,Jab 1,jab,弱1,high,false,false,rule
link,jab-2,Jab 2,jab,弱2,high,false,false,rule
link,jab-3,Jab 3,jab,弱3,high,false,false,rule
link,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
link,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
link,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
link,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
link,forward-smash-1,Forward Smash 1,smash,横スマ1,high,false,false,rule
link,forward-smash-2,Forward Smash 2,smash,横スマ2,high,false,false,rule
link,up-smash,Up Smash,smash,上スマ,high,false,false,rule
link,down-smash,Down Smash,smash,下スマ,high,false,false,rule
link,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
link,forward-air,Forward Air,aerial,空前,high,false,false,rule
link,back-air,Back Air,aerial,空後,high,false,false,rule
link,up-air,Up Air,aerial,空上,high,false,false,rule
link,down-air,Down Air,aerial,空下,high,false,false,rule
link,neutral-b-hero-s-bow,Neutral B (Hero's Bow),special,NB (弓矢),high,false,false,canonical
link,side-b-boomerang,Side B (Boomerang),special,横B (ブーメラン),high,false,false,canonical
link,up-b-spin-attack,Up B (Spin Attack),special,上B (回転斬り),high,false,false,canonical
link,up-b-air-spin-attack-air,"Up B, Air (Spin Attack, Air)",special,NB (弓矢)（溜め無し）,medium,true,false,order
link,down-b-remote-bomb-pull,"Down B (Remote Bomb, Pull)",special,下B (リモコンバクダン),high,false,false,canonical
link,down-b-remote-bomb-detonate,"Down B (Remote Bomb, Detonate)",special,"NB (弓矢)（弓2本時, 
溜め無し）",medium,true,false,order
link,grab,Grab,grab,つかみ,high,false,false,rule
link,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
link,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
link,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
link,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
link,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
link,up-throw,Up Throw,throw,上投げ,high,false,false,rule
link,down-throw,Down Throw,throw,下投げ,high,false,false,rule
link,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
link,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
link,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
link,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
link,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
link,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
link,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
link,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
link,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
samus,jab-1,Jab 1,jab,弱1,high,false,false,rule
samus,jab-2,Jab 2,jab,弱2,high,false,false,rule
samus,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
samus,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
samus,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
samus,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
samus,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
samus,up-smash,Up Smash,smash,上スマ,high,false,false,rule
samus,down-smash,Down Smash,smash,下スマ,high,false,false,rule
samus,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
samus,forward-air,Forward Air,aerial,空前,high,false,false,rule
samus,back-air,Back Air,aerial,空後,high,false,false,rule
samus,up-air,Up Air,aerial,空上,high,false,false,rule
samus,down-air,Down Air,aerial,空下,high,false,false,rule
samus,z-air,Z Air,aerial,ワイヤー空中攻撃,high,false,false,rule
samus,neutral-b-charge-shot,Neutral B (Charge Shot),special,NB (チャージショット),high,false,false,canonical
samus,charge-shot-full-charge,"Charge Shot, Full Charge",special,NB (チャージショット)（溜め無し）,medium,true,false,order
samus,side-b-homing-missle,Side B (Homing Missle),special,横B (ミサイル),high,false,false,canonical
samus,side-b-super-missle,Side B (Super Missle),special,NB (チャージショット)（最大溜め）,medium,true,false,order
samus,up-b-screw-attack,Up B (Screw Attack),special,上B (スクリューアタック),high,false,false,canonical
samus,up-b-air-screw-attack-air,"Up B, Air (Screw Attack, Air)",special,NB (チャージショット)（溜め無し）,medium,true,false,order
samus,down-b-bomb,Down B (Bomb),special,下B (ボム),high,false,false,canonical
samus,grab,Grab,grab,つかみ,high,false,false,rule
samus,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
samus,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
samus,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
samus,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
samus,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
samus,up-throw,Up Throw,throw,上投げ,high,false,false,rule
samus,down-throw,Down Throw,throw,下投げ,high,false,false,rule
samus,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
samus,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
samus,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
samus,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
samus,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
samus,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
samus,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
samus,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
samus,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
dark_samus,jab-1,Jab 1,jab,弱1,high,false,false,rule
dark_samus,jab-2,Jab 2,jab,弱2,high,false,false,rule
dark_samus,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
dark_samus,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
dark_samus,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
dark_samus,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
dark_samus,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
dark_samus,up-smash,Up Smash,smash,上スマ,high,false,false,rule
dark_samus,down-smash,Down Smash,smash,下スマ,high,false,false,rule
dark_samus,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
dark_samus,forward-air,Forward Air,aerial,空前,high,false,false,rule
dark_samus,back-air,Back Air,aerial,空後,high,false,false,rule
dark_samus,up-air,Up Air,aerial,空上,high,false,false,rule
dark_samus,down-air,Down Air,aerial,空下,high,false,false,rule
dark_samus,z-air,Z Air,aerial,ワイヤー空中攻撃,high,false,false,rule
dark_samus,neutral-b-charge-shot,Neutral B (Charge Shot),special,NB (チャージショット),high,true,false,derived_canonical
dark_samus,charge-shot-full-charge,"Charge Shot, Full Charge",special,NB (チャージショット)（溜め無し）,medium,true,false,order
dark_samus,side-b-homing-missle,Side B (Homing Missle),special,横B (ミサイル),high,true,false,derived_canonical
dark_samus,side-b-super-missle,Side B (Super Missle),special,NB (チャージショット)（最大溜め）,medium,true,false,order
dark_samus,up-b-screw-attack,Up B (Screw Attack),special,上B (スクリューアタック),high,true,false,derived_canonical
dark_samus,up-b-air-screw-attack-air,"Up B, Air (Screw Attack, Air)",special,NB (チャージショット)（溜め無し）,medium,true,false,order
dark_samus,down-b-bomb,Down B (Bomb),special,下B (ボム),high,true,false,derived_canonical
dark_samus,grab,Grab,grab,つかみ,high,false,false,rule
dark_samus,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
dark_samus,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
dark_samus,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
dark_samus,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
dark_samus,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
dark_samus,up-throw,Up Throw,throw,上投げ,high,false,false,rule
dark_samus,down-throw,Down Throw,throw,下投げ,high,false,false,rule
dark_samus,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
dark_samus,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
dark_samus,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
dark_samus,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
dark_samus,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
dark_samus,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
dark_samus,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
dark_samus,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
dark_samus,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
yoshi,jab-1,Jab 1,jab,弱1,high,false,false,rule
yoshi,jab-2,Jab 2,jab,弱2,high,false,false,rule
yoshi,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
yoshi,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
yoshi,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
yoshi,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
yoshi,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
yoshi,up-smash,Up Smash,smash,上スマ,high,false,false,rule
yoshi,down-smash,Down Smash,smash,下スマ,high,false,false,rule
yoshi,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
yoshi,forward-air,Forward Air,aerial,空前,high,false,false,rule
yoshi,back-air,Back Air,aerial,空後,high,false,false,rule
yoshi,up-air,Up Air,aerial,空上,high,false,false,rule
yoshi,down-air,Down Air,aerial,空下,high,false,false,rule
yoshi,neutral-b-egg-lay,Neutral B (Egg Lay),special,NB (たまご産み),high,false,false,canonical
yoshi,side-b-egg-roll,Side B (Egg Roll),special,横B (ごろごろたまご),high,false,false,canonical
yoshi,up-b-egg-throw,Up B (Egg Throw),special,上B (たまご投げ),high,false,false,canonical
yoshi,down-b-yoshi-bomb-yoshi-bomb-air,"Down B (Yoshi Bomb, Yoshi Bomb Air)",special,下B (ヒップドロップ),high,false,false,canonical
yoshi,grab,Grab,grab,つかみ,high,false,false,rule
yoshi,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
yoshi,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
yoshi,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
yoshi,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
yoshi,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
yoshi,up-throw,Up Throw,throw,上投げ,high,false,false,rule
yoshi,down-throw,Down Throw,throw,下投げ,high,false,false,rule
yoshi,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
yoshi,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
yoshi,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
yoshi,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
yoshi,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
yoshi,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
yoshi,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
yoshi,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
yoshi,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
kirby,jab-1,Jab 1,jab,弱1,high,false,false,rule
kirby,jab-2,Jab 2,jab,弱2,high,false,false,rule
kirby,rapid-jab,Rapid Jab,jab,百裂攻撃,high,false,false,rule
kirby,rapid-jab-finisher,Rapid Jab Finisher,jab,百裂フィニッシュ,high,false,false,rule
kirby,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
kirby,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
kirby,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
kirby,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
kirby,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
kirby,up-smash,Up Smash,smash,上スマ,high,false,false,rule
kirby,down-smash,Down Smash,smash,下スマ,high,false,false,rule
kirby,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
kirby,forward-air,Forward Air,aerial,空前,high,false,false,rule
kirby,back-air,Back Air,aerial,空後,high,false,false,rule
kirby,up-air,Up Air,aerial,空上,high,false,false,rule
kirby,down-air,Down Air,aerial,空下,high,false,false,rule
kirby,neutral-b-inhale,Neutral B (Inhale),special,NB (すいこみ),high,false,false,canonical
kirby,inhale-copy-spit,"Inhale, Copy/Spit",special,"NB (すいこみ)（すいこみ, 風）",medium,true,false,order
kirby,side-b-hammer,Side B (Hammer),special,横B (ハンマー),high,false,false,canonical
kirby,hammer-full-charge,"Hammer, Full Charge",special,NB (すいこみ)（すいこみ）,medium,true,false,order
kirby,hammer-air,Hammer (Air),special,NB (すいこみ)（すいこみ解除）,medium,true,false,order
kirby,up-b-final-cutter,Up B (Final Cutter),special,上B (ファイナルカッター),high,false,false,canonical
kirby,down-b-stone,Down B (Stone),special,下B (ストーン),high,false,false,canonical
kirby,down-b-air-stone-air,"Down B, Air (Stone, Air)",special,NB (すいこみ)（のみこみ）,medium,true,false,order
kirby,grab,Grab,grab,つかみ,high,false,false,rule
kirby,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
kirby,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
kirby,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
kirby,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
kirby,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
kirby,up-throw,Up Throw,throw,上投げ,high,false,false,rule
kirby,down-throw,Down Throw,throw,下投げ,high,false,false,rule
kirby,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
kirby,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
kirby,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
kirby,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
kirby,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
kirby,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
kirby,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
kirby,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
kirby,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
fox,jab-1,Jab 1,jab,弱1,high,false,false,rule
fox,jab-2,Jab 2,jab,弱2,high,false,false,rule
fox,rapid-jab,Rapid Jab,jab,百裂攻撃,high,false,false,rule
fox,rapid-jab-finisher,Rapid Jab Finisher,jab,百裂フィニッシュ,high,false,false,rule
fox,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
fox,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
fox,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
fox,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
fox,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
fox,up-smash,Up Smash,smash,上スマ,high,false,false,rule
fox,down-smash,Down Smash,smash,下スマ,high,false,false,rule
fox,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
fox,forward-air,Forward Air,aerial,空前,high,false,false,rule
fox,back-air,Back Air,aerial,空後,high,false,false,rule
fox,up-air,Up Air,aerial,空上,high,false,false,rule
fox,down-air,Down Air,aerial,空下,high,false,false,rule
fox,neutral-b-blaster,Neutral B (Blaster),special,NB (ブラスター),high,false,false,canonical
fox,side-b-fox-illusion,Side B (Fox Illusion),special,横B (フォックスイリュージョン),high,false,false,canonical
fox,up-b-fire-fox,Up B (Fire Fox),special,上B (ファイアフォックス),high,false,false,canonical
fox,down-b-reflector,Down B (Reflector),special,下B (リフレクター),high,false,false,canonical
fox,grab,Grab,grab,つかみ,high,false,false,rule
fox,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
fox,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
fox,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
fox,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
fox,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
fox,up-throw,Up Throw,throw,上投げ,high,false,false,rule
fox,down-throw,Down Throw,throw,下投げ,high,false,false,rule
fox,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
fox,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
fox,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
fox,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
fox,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
fox,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
fox,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
fox,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
fox,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
pikachu,jab,Jab,jab,弱攻撃,high,false,false,rule
pikachu,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
pikachu,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
pikachu,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
pikachu,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
pikachu,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
pikachu,up-smash,Up Smash,smash,上スマ,high,false,false,rule
pikachu,down-smash,Down Smash,smash,下スマ,high,false,false,rule
pikachu,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
pikachu,forward-air,Forward Air,aerial,空前,high,false,false,rule
pikachu,back-air,Back Air,aerial,空後,high,false,false,rule
pikachu,up-air,Up Air,aerial,空上,high,false,false,rule
pikachu,down-air,Down Air,aerial,空下,high,false,false,rule
pikachu,neutral-b-thunderjolt,Neutral B (Thunderjolt),special,NB (でんげき),high,false,false,canonical
pikachu,side-b-skull-bash,Side B (Skull Bash),special,横B (ロケットずつき),high,false,false,canonical
pikachu,up-b-quick-attack,Up B (Quick Attack),special,上B (でんこうせっか),high,false,false,canonical
pikachu,down-b-thunder,Down B (Thunder),special,下B (かみなり),high,false,false,canonical
pikachu,grab,Grab,grab,つかみ,high,false,false,rule
pikachu,dash-grab,Dash Grab,grab,ダッシュつかみ,high,false,false,rule
pikachu,pivot-grab,Pivot Grab,grab,振り向きつかみ,high,false,false,rule
pikachu,pummel,Pummel,throw,つかみ攻撃,high,false,false,rule
pikachu,forward-throw,Forward Throw,throw,前投げ,high,false,false,rule
pikachu,backward-throw,Backward Throw,throw,後投げ,high,false,false,rule
pikachu,up-throw,Up Throw,throw,上投げ,high,false,false,rule
pikachu,down-throw,Down Throw,throw,下投げ,high,false,false,rule
pikachu,spot-dodge,Spot Dodge,dodge,その場回避,high,false,false,rule
pikachu,forward-roll,Forward Roll,dodge,前転回避,high,false,false,rule
pikachu,backward-roll,Backward Roll,dodge,後転回避,high,false,false,rule
pikachu,neutral-air-dodge,Neutral Air Dodge,dodge,空中回避（その場）,high,false,false,rule
pikachu,air-dodge-down,"Air Dodge, Down",dodge,空中回避（下）,high,false,false,rule
pikachu,air-dodge-diagonally-down,"Air Dodge, Diagonally Down",dodge,空中回避（斜め下）,high,false,false,rule
pikachu,air-dodge-left-right,"Air Dodge, Left/Right",dodge,空中回避（左右）,high,false,false,rule
pikachu,air-dodge-diagonally-up,"Air Dodge, Diagonally Up",dodge,空中回避（斜め上）,high,false,false,rule
pikachu,air-dodge-up,"Air Dodge, Up",dodge,空中回避（上）,high,false,false,rule
luigi,jab-1,Jab 1,jab,弱1,high,false,false,rule
luigi,jab-2,Jab 2,jab,弱2,high,false,false,rule
luigi,jab-3,Jab 3,jab,弱3,high,false,false,rule
luigi,forward-tilt,Forward Tilt,tilt,横強,high,false,false,rule
luigi,up-tilt,Up Tilt,tilt,上強,high,false,false,rule
luigi,down-tilt,Down Tilt,tilt,下強,high,false,false,rule
luigi,dash-attack,Dash Attack,dash,ダッシュ攻撃,high,false,false,rule
luigi,forward-smash,Forward Smash,smash,横スマ,high,false,false,rule
luigi,up-smash,Up Smash,smash,上スマ,high,false,false,rule
luigi,down-smash,Down Smash,smash,下スマ,high,false,false,rule
luigi,down-taunt,Down Taunt,tilt,,low,true,false,unmatched
luigi,neutral-air,Neutral Air,aerial,空N,high,false,false,rule
luigi,forward-air,Forward Air,aerial,空前,high,false,false,rule
luigi,back-air,Back Air,aerial,空後,high,false,false,rule
